id,Text,image,,,
0,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : kitchen,dining , drawing  , balcony",resized_images\image_0.png,,,
3022,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, store, kitchen",resized_images\image_3022.png,,,
3024,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, car parking",resized_images\image_3024.png,,,
3025,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3025.png,,,
3027,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room,  kitchen",resized_images\image_3027.png,,,
3028,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen , balcony",resized_images\image_3028.png,,,
3031,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living  room, dining, kitchen, utility , balcony",resized_images\image_3031.png,,,
3032,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 2 | features : drawing room, lobby, kitchen, verandah ,Rear Courtyard",resized_images\image_3032.png,,,
3036,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : family lounge , dining, balcony",resized_images\image_3036.png,,,
3037,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, balcony",resized_images\image_3037.png,,,
3040,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, Car Porch, kitchen, Open Area",resized_images\image_3040.png,,,
3043,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen",resized_images\image_3043.png,,,
3045,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : lawn, terrace",resized_images\image_3045.png,,,
3046,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : kitchen, dining , utility, car parking",resized_images\image_3046.png,,,
3047,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 1 | features : drawing room, living room , deck , kitchen, servant room, dry balcony",resized_images\image_3047.png,,,
3049,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, foyer, balcony , wash area , dry  area",resized_images\image_3049.png,,,
3052,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen",resized_images\image_3052.png,,,
3053,"bedrooms : 4 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room,sitting,lobby, dining, kitchen, CoveredVerandah , balcony",resized_images\image_3053.png,,,
3055,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, utility , balcony, kitchen",resized_images\image_3055.png,,,
3056,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 1 | features : drawing room, dining, kitchen, family lonuge",resized_images\image_3056.png,,,
3058,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen , flower bed",resized_images\image_3058.png,,,
3066,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony, utility",resized_images\image_3066.png,,,
3070,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen , balcony",resized_images\image_3070.png,,,
3071,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen , terrace",resized_images\image_3071.png,,,
3073,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features :  dining, kitchen, balcony",resized_images\image_3073.png,,,
3074,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing , dining , kitchen , balcony",resized_images\image_3074.png,,,
3082,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, Portico ,landscape area , verandah , lobby, sit up , utility , store",resized_images\image_3082.png,,,
3084,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, foyer, puja room, foyer , car parking",resized_images\image_3084.png,,,
3085,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, passage, dining, kitchen",resized_images\image_3085.png,,,
3090,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : hall, dining, kitchen, balcony , pooja , wash",resized_images\image_3090.png,,,
3092,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : lobby , balcony, kitchen",resized_images\image_3092.png,,,
3097,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen",resized_images\image_3097.png,,,
3103,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing  room, dining ,balcony, kitchen",resized_images\image_3103.png,,,
3105,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_3105.png,,,
3106,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, lobby, kitchen",resized_images\image_3106.png,,,
3107,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen,balcony",resized_images\image_3107.png,,,
3109,"bedrooms : 2 | toilet : 3 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, balcony , powder room , utility , utility balcony , powder room",resized_images\image_3109.png,,,
3110,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 2 | features : living room, dining, kitchen, utility , passage , terrace , balcony",resized_images\image_3110.png,,,
3113,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen,balcony",resized_images\image_3113.png,,,
3115,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen, balcony",resized_images\image_3115.png,,,
3123,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3123.png,,,
3124,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, balcony",resized_images\image_3124.png,,,
3126,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : hall, wash, kitchen",resized_images\image_3126.png,,,
3132,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed, kitchen",resized_images\image_3132.png,,,
3135,"bedrooms : 3 | toilet : 5 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, Courtyard, foyer, Handiman",resized_images\image_3135.png,,,
3137,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen",resized_images\image_3137.png,,,
3139,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, Alfresco , deck , passage ",resized_images\image_3139.png,,,
3143,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, Family Lounge,powder room, lawn",resized_images\image_3143.png,,,
3144,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3144.png,,,
3149,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, parking, verandah , outdoor deck , utility , kitchen yard , foyer",resized_images\image_3149.png,,,
3153,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, open area, kitchen, balcony",resized_images\image_3153.png,,,
3155,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, closet",resized_images\image_3155.png,,,
3157,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 1 | features : drawing room, dining, kitchen, lawn , back yard , parking",resized_images\image_3157.png,,,
3161,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, puja , foyer , utility",resized_images\image_3161.png,,,
3162,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, passage ",resized_images\image_3162.png,,,
3163,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, Terrace Garden  , work area",resized_images\image_3163.png,,,
3170,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_3170.png,,,
3172,"bedrooms : 4 | toilet : 5 | attached _ toilet : 4 | dress _ room : 3 | features : drawing  room, dining, kitchen, balcony , lonuge , left , utility , lobby , verandah",resized_images\image_3172.png,,,
3174,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen, balcony",resized_images\image_3174.png,,,
3179,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen , terrace , utility",resized_images\image_3179.png,,,
3183,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, kitchen, balcony terrace",resized_images\image_3183.png,,,
3191,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony , utility , planter",resized_images\image_3191.png,,,
3192,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen,Flower Bed , terrace",resized_images\image_3192.png,,,
3196,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : lawn, drawing room ,dining , terrace",resized_images\image_3196.png,,,
3203,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_3203.png,,,
3215,"bedrooms : 2 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, dining, kitchen, Open Area, parking",resized_images\image_3215.png,,,
3221,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining , kitchen",resized_images\image_3221.png,,,
3225,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_3225.png,,,
3230,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room,dining , kitchen, balcony",resized_images\image_3230.png,,,
3234,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, store, wash , verandah",resized_images\image_3234.png,,,
3236,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3236.png,,,
3238,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 1 | features : living room, dining, kitchen, passage , servant",resized_images\image_3238.png,,,
3240,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 1 | features : drawing room, puja, kitchen, lawn , balcony",resized_images\image_3240.png,,,
3248,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, Portico",resized_images\image_3248.png,,,
3258,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dry balcony , terrace, kitchen",resized_images\image_3258.png,,,
3260,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : drawing room, lobby , kitchen, balcony, front lawn",resized_images\image_3260.png,,,
3262,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : lobby kitchen, balcony",resized_images\image_3262.png,,,
3264,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen",resized_images\image_3264.png,,,
3265,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_3265.png,,,
3281,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, passage",resized_images\image_3281.png,,,
3285,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, passage, sit out, kitchen",resized_images\image_3285.png,,,
3289,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen , balcony",resized_images\image_3289.png,,,
3293,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, parking , landsacpe , powder room , utility , deck , water body",resized_images\image_3293.png,,,
3299,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen",resized_images\image_3299.png,,,
3303,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 2 | features : living room, dining, kitchen, passage , foyer , servant room , dry balcony",resized_images\image_3303.png,,,
3304,"bedrooms : 2 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, wash",resized_images\image_3304.png,,,
3306,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, utility  , balcony ,powder room , servant room",resized_images\image_3306.png,,,
3313,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : hall, kitchen, utility, balcony",resized_images\image_3313.png,,,
3324,"bedrooms : 2 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room,kitchen, balcony",resized_images\image_3324.png,,,
3330,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : drawing  room, dining, kitchen, lobby, powder room , servant room , utility",resized_images\image_3330.png,,,
3334,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 1 | features : living room, lobby, kitchen, passage , balcony",resized_images\image_3334.png,,,
3347,"bedrooms : 4 | toilet : 6 | attached _ toilet : 4 | dress _ room : 1 | features : Lounge room, dining, kitchen,utility , Entrance Foyer,Home Theatre , puja",resized_images\image_3347.png,,,
3350,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : drawing room, dining, kitchen, Vestibule , utility , store ,passage  , study",resized_images\image_3350.png,,,
3351,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : dining room, kitchen",resized_images\image_3351.png,,,
3370,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, foyer, service",resized_images\image_3370.png,,,
3376,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony , sit out , utility",resized_images\image_3376.png,,,
3378,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3378.png,,,
3381,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, terrace , dry balcony",resized_images\image_3381.png,,,
3384,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony , pooja",resized_images\image_3384.png,,,
3385,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 2 | features : living room, dining, kitchen, lobby , utility , balcony",resized_images\image_3385.png,,,
3387,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 1 | features : porch, drawing room, kitchen, lawn,servantroom",resized_images\image_3387.png,,,
3394,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 1 | features : drawing room, dining, kitchen, lawn,verandah,stair",resized_images\image_3394.png,,,
3395,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, sit out, utility, balcony, foyer",resized_images\image_3395.png,,,
3397,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 1| features : living room, dining, kitchen, balcony, servant room",resized_images\image_3397.png,,,
3400,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_3400.png,,,
3407,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 0 | features : living room, dining, kitchen, pool, pooja, store, dech area, lobby",resized_images\image_3407.png,,,
3408,"upper floor( bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 1 | features : lobby, store, lobby, balcony) lower floor( bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 1 | features : living room, dining, kitchen, rear lawn)",resized_images\image_3408.png,,,
3411,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing, dining, kitchen, puja, utility",resized_images\image_3411.png,,,
3445,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony, utility",resized_images\image_3445.png,,,
3450,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen, balcony",resized_images\image_3450.png,,,
3464,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, store, balcony",resized_images\image_3464.png,,,
3470,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_3470.png,,,
3471,"bedrooms : 4 | toilet : 5 | attached _ toilet : 4 | dress _ room : 1 | features : servant room, living room, balcony, kitchen, lobby",resized_images\image_3471.png,,,
3473,"upper floor(bedrooms : 0 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : terrace,servant room) middle floor( bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 1 | features : lounge, terrace, lounge) lower floor( bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : dining, drawing, kitchen, utility, portico)",resized_images\image_3473.png,,,
3475,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, flower bed",resized_images\image_3475.png,,,
3479,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, balcony, kitchen",resized_images\image_3479.png,,,
3486,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed kitchen,passage, balcony",resized_images\image_3486.png,,,
3491,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, kitchen, passage",resized_images\image_3491.png,,,
3493,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, lobby, sitout, balcony",resized_images\image_3493.png,,,
3496,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3496.png,,,
3501,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen",resized_images\image_3501.png,,,
3503,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, flower bed, passage, terrace",resized_images\image_3503.png,,,
3516,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, wash area, pooja area, balcony",resized_images\image_3516.png,,,
3520,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, passage, lobby, balcony",resized_images\image_3520.png,,,
3526,"bedrooms : 3 | toilet : 4 | attached _ toilet : 4 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony, utility, servant room, driveway, verandah, lawn, powder",resized_images\image_3526.png,,,
3532,"bedrooms : 5 | toilet : 5 | attached _ toilet : 5 | dress _ room : 3 | features : living room, dining, kitchen, lobby, pooja room, balcony",resized_images\image_3532.png,,,
3537,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 1 | features : puja room, dining, kitchen, utility, balcony",resized_images\image_3537.png,,,
3554,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, foyer, balcony",resized_images\image_3554.png,,,
3569,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, kitchen, verandah, lawn",resized_images\image_3569.png,,,
3574,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, passage, kitchen, balcony",resized_images\image_3574.png,,,
3596,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, wash, balcony",resized_images\image_3596.png,,,
3605,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen",resized_images\image_3605.png,,,
3611,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, sitout, kitchen, balcony",resized_images\image_3611.png,,,
3622,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen",resized_images\image_3622.png,,,
3638,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3638.png,,,
3642,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, yard, kitchen, flower bed",resized_images\image_3642.png,,,
3657,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, yard, kitchen, flower bed, work area",resized_images\image_3657.png,,,
3687,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 1 | features : living room, dining, kitchen, portico, utility",resized_images\image_3687.png,,,
3695,"bedrooms : 1 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : lawn, living room, dining, kitchen, foyer, sitout, utility, maids room, powder room, foyer, parking",resized_images\image_3695.png,,,
3700,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, balcony, kitchen, rear open",resized_images\image_3700.png,,,
3714,"bedrooms : 3 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, balcony, kitchen",resized_images\image_3714.png,,,
3723,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, sitout, kitchen,pooja",resized_images\image_3723.png,,,
3729,"bedrooms : 4 | toilet : 5 | attached _ toilet : 5 | dress _ room : 3 | features : living room, dining, kitchen, balcony,family room, store, servant room, lobby, entertainment room, terrace, pool, pooja, powder room",resized_images\image_3729.png,,,
3738,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, wash, pooja, balcony,",resized_images\image_3738.png,,,
3747,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3747.png,,,
3755,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, pooja room, utility, store, verandah, passage",resized_images\image_3755.png,,,
3759,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3759.png,,,
3760,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen, balcony, store",resized_images\image_3760.png,,,
3776,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3776.png,,,
3778,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, dining, kitchen, lawn, open, store, porch",resized_images\image_3778.png,,,
3782,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 1 | features : drawing room, utility, pooja,lobby, kitchen, balcony",resized_images\image_3782.png,,,
3799,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 3 | features : living room, dining, kitchen, balcony, lawn, puja, passage",resized_images\image_3799.png,,,
3808,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : lawn, dining, living room, utility, dining ",resized_images\image_3808.png,,,
3821,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : flower bed, living room, balcony",resized_images\image_3821.png,,,
3835,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3835.png,,,
3849,"bedrooms : 2 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room,balcony, kitchen",resized_images\image_3849.png,,,
3873,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, pooja, porch, utility",resized_images\image_3873.png,,,
3879,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 1 | features : drawing room, dining, kitchen, balcony",resized_images\image_3879.png,,,
3973,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lawn,verandah, rear open",resized_images\image_3973.png,,,
3978,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",resized_images\image_3978.png,,,
3992,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : drawing room, dining, kitchen, lawn",resized_images\image_3992.png,,,
3995,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_3995.png,,,
3999,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 1 | features : living room, dining, kitchen",resized_images\image_3999.png,,,
4001,"bedrooms : 4 | toilet : 3 | attached _ toilet : 2 | dress _ room : 1 | features : drawing room, dining, kitchen, driveway, lawn",resized_images\image_4001.png,,,
4004,"bedrooms : 4 | toilet : 5 | attached _ toilet : 4 | dress _ room : 1 | features : drawing room, dining, kitchen, balcony, family room, store, servant room ",resized_images\image_4004.png,,,
4012,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : drawing room, balcony, kitchen",resized_images\image_4012.png,,,
4015,"bedrooms : 2 | toilet : 3 | attached _ toilet : 2 | dress _ room : 1 | features : drawing room, dining, kitchen, balcony, utility, powder",resized_images\image_4015.png,,,
4040,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, passage, flower bed, balcony",resized_images\image_4040.png,,,
4041,"bedrooms : 4 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : drawing room, dining, kitchen, lawn",resized_images\image_4041.png,,,
4046,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony, utility",resized_images\image_4046.png,,,
4049,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, pool, kitchen, deck",resized_images\image_4049.png,,,
4059,"bedrooms : 4 | toilet : 3 | attached _ toilet : 2 | dress _ room : 1 | features : drawing room, dining, kitchen, verandah, lawn",resized_images\image_4059.png,,,
4061,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",resized_images\image_4061.png,,,
